Age,CommuteDistance,EnglishEducation,EnglishOccupation,Gender,GeographyKey,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,TotalChildren,YearlyIncome,,,,,,,,,,,,,,,
77,0-1 Miles,Graduate Degree,Clerical,F,238,1,S,0,0,Europe,1,30000,,,,,,,,,,,,,,,
77,0-1 Miles,Graduate Degree,Clerical,F,278,1,M,0,0,Europe,1,30000,,,,,,,,,,,,,,,
45,2-5 Miles,Bachelors,Skilled Manual,F,368,1,M,0,1,North America,1,50000,,,,,,,,,,,,,,,
44,0-1 Miles,Bachelors,Skilled Manual,F,63,1,M,1,1,North America,1,50000,,,,,,,,,,,,,,,
45,2-5 Miles,Bachelors,Skilled Manual,M,335,1,M,1,1,North America,1,50000,,,,,,,,,,,,,,,
44,0-1 Miles,Bachelors,Skilled Manual,M,53,1,M,1,1,North America,1,50000,,,,,,,,,,,,,,,
44,2-5 Miles,Bachelors,Skilled Manual,F,616,1,M,1,1,North America,1,50000,,,,,,,,,,,,,,,
44,2-5 Miles,Bachelors,Skilled Manual,M,55,1,M,1,1,North America,1,50000,,,,,,,,,,,,,,,
44,2-5 Miles,Graduate Degree,Professional,F,316,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
45,2-5 Miles,Graduate Degree,Professional,M,609,1,S,0,0,North America,1,60000,,,,,,,,,,,,,,,
46,2-5 Miles,Bachelors,Skilled Manual,M,53,1,M,0,2,North America,2,50000,,,,,,,,,,,,,,,
46,2-5 Miles,Bachelors,Skilled Manual,M,648,1,M,0,2,North America,2,50000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Professional,M,642,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
43,2-5 Miles,Graduate Degree,Professional,M,49,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
44,2-5 Miles,Graduate Degree,Professional,M,62,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
44,2-5 Miles,Graduate Degree,Professional,F,543,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
44,0-1 Miles,Graduate Degree,Professional,F,310,1,M,0,0,North America,2,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Professional,M,322,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Professional,F,339,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Professional,M,51,1,M,0,0,North America,1,60000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Skilled Manual,F,307,0,S,1,2,North America,2,70000,,,,,,,,,,,,,,,
48,10+ Miles,High School,Skilled Manual,F,336,0,M,3,5,North America,5,40000,,,,,,,,,,,,,,,
45,2-5 Miles,Graduate Degree,Professional,M,546,1,S,0,0,North America,3,70000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Professional,M,359,1,S,0,0,North America,2,80000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Professional,M,369,1,M,0,0,North America,2,80000,,,,,,,,,,,,,,,
48,2-5 Miles,Bachelors,Skilled Manual,F,634,1,S,1,2,North America,2,50000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Skilled Manual,F,618,0,S,1,2,North America,2,50000,,,,,,,,,,,,,,,
48,2-5 Miles,Bachelors,Skilled Manual,M,542,1,S,1,2,North America,2,50000,,,,,,,,,,,,,,,
48,2-5 Miles,Bachelors,Skilled Manual,F,298,1,S,1,2,North America,2,50000,,,,,,,,,,,,,,,
48,2-5 Miles,Bachelors,Skilled Manual,F,612,1,S,1,2,North America,2,50000,,,,,,,,,,,,,,,
49,2-5 Miles,Bachelors,Skilled Manual,M,548,1,M,0,3,North America,3,60000,,,,,,,,,,,,,,,
49,0-1 Miles,Bachelors,Skilled Manual,F,299,0,S,0,3,North America,3,60000,,,,,,,,,,,,,,,
48,2-5 Miles,Graduate Degree,Professional,M,316,1,S,0,0,North America,0,60000,,,,,,,,,,,,,,,
49,0-1 Miles,Graduate Degree,Professional,M,642,1,M,0,0,North America,0,60000,,,,,,,,,,,,,,,
49,2-5 Miles,Graduate Degree,Professional,F,336,1,S,0,0,North America,4,70000,,,,,,,,,,,,,,,
49,2-5 Miles,Graduate Degree,Professional,F,642,1,M,0,0,North America,4,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Professional,M,542,1,M,0,0,North America,5,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Professional,F,300,1,M,2,5,North America,5,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Professional,M,385,1,M,0,0,North America,3,80000,,,,,,,,,,,,,,,
50,2-5 Miles,Bachelors,Professional,M,311,1,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
49,2-5 Miles,Bachelors,Skilled Manual,M,546,1,S,1,3,North America,3,80000,,,,,,,,,,,,,,,
50,2-5 Miles,Bachelors,Skilled Manual,F,545,1,S,1,3,North America,3,80000,,,,,,,,,,,,,,,
50,2-5 Miles,Bachelors,Skilled Manual,M,60,1,S,2,3,North America,3,80000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Skilled Manual,M,348,0,S,2,3,North America,3,80000,,,,,,,,,,,,,,,
49,2-5 Miles,Bachelors,Skilled Manual,F,616,1,S,2,3,North America,3,80000,,,,,,,,,,,,,,,
50,0-1 Miles,Graduate Degree,Professional,M,359,1,M,0,0,North America,0,60000,,,,,,,,,,,,,,,
50,2-5 Miles,Bachelors,Skilled Manual,F,614,1,S,2,4,North America,4,60000,,,,,,,,,,,,,,,
50,2-5 Miles,Bachelors,Skilled Manual,M,307,1,S,2,4,North America,4,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Skilled Manual,M,536,1,M,3,4,North America,4,60000,,,,,,,,,,,,,,,
51,2-5 Miles,Bachelors,Skilled Manual,F,311,1,S,1,5,North America,5,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Skilled Manual,F,63,1,S,3,5,North America,5,60000,,,,,,,,,,,,,,,
51,2-5 Miles,Bachelors,Skilled Manual,F,62,1,S,3,5,North America,5,60000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Skilled Manual,F,369,0,S,2,2,North America,4,60000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Skilled Manual,F,611,0,S,2,2,North America,4,60000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Skilled Manual,F,383,0,S,2,2,North America,4,60000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Skilled Manual,F,307,1,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,F,638,0,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
51,2-5 Miles,Bachelors,Professional,M,546,1,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Professional,F,299,0,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Professional,F,300,1,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Professional,F,307,1,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Professional,M,553,1,M,2,2,North America,4,70000,,,,,,,,,,,,,,,
47,2-5 Miles,Bachelors,Professional,M,314,0,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
47,2-5 Miles,Bachelors,Professional,M,343,0,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
46,2-5 Miles,Bachelors,Professional,M,343,1,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
47,2-5 Miles,Bachelors,Professional,F,361,1,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
47,2-5 Miles,Graduate Degree,Professional,F,372,1,M,0,2,North America,2,60000,,,,,,,,,,,,,,,
51,2-5 Miles,Graduate Degree,Professional,F,334,1,M,0,2,North America,3,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,F,548,0,S,1,0,North America,1,70000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Professional,M,368,1,S,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,2-5 Miles,Bachelors,Professional,F,642,1,S,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,2-5 Miles,Bachelors,Professional,F,360,0,S,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Skilled Manual,M,633,1,M,1,0,North America,1,70000,,,,,,,,,,,,,,,
54,2-5 Miles,High School,Skilled Manual,F,575,1,M,3,3,North America,4,40000,,,,,,,,,,,,,,,
54,2-5 Miles,High School,Skilled Manual,F,536,1,M,4,3,North America,4,40000,,,,,,,,,,,,,,,
54,2-5 Miles,High School,Skilled Manual,F,614,1,M,2,2,North America,4,40000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Skilled Manual,F,331,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Skilled Manual,F,361,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,M,69,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,Partial College,Skilled Manual,F,335,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
48,2-5 Miles,Partial College,Skilled Manual,M,50,0,S,1,0,North America,0,50000,,,,,,,,,,,,,,,
48,0-1 Miles,Partial College,Skilled Manual,M,60,0,S,1,0,North America,0,50000,,,,,,,,,,,,,,,
48,0-1 Miles,Partial College,Skilled Manual,F,71,0,S,1,0,North America,0,50000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Skilled Manual,F,635,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,Partial College,Skilled Manual,F,301,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Partial College,Skilled Manual,F,338,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Bachelors,Professional,F,322,1,M,1,4,North America,5,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Bachelors,Professional,F,301,1,M,1,4,North America,5,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,M,307,1,S,1,4,North America,5,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,F,53,1,S,0,3,North America,4,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Bachelors,Professional,M,648,1,M,1,3,North America,4,60000,,,,,,,,,,,,,,,
56,10+ Miles,Graduate Degree,Professional,F,49,0,M,3,5,North America,5,70000,,,,,,,,,,,,,,,
55,0-1 Miles,Graduate Degree,Professional,M,49,1,M,0,0,North America,4,80000,,,,,,,,,,,,,,,
56,0-1 Miles,Graduate Degree,Professional,M,312,1,S,0,0,North America,4,80000,,,,,,,,,,,,,,,
57,2-5 Miles,Bachelors,Professional,F,337,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,0-1 Miles,Bachelors,Professional,M,616,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,2-5 Miles,Bachelors,Professional,M,631,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,M,642,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,2-5 Miles,Bachelors,Professional,F,627,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
56,0-1 Miles,Graduate Degree,Management,F,635,1,M,0,4,North America,5,80000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,M,35,1,S,0,0,Pacific,1,90000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,M,10,1,M,0,0,Pacific,1,90000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,F,21,1,M,0,0,Pacific,1,90000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,F,3,1,S,0,0,Pacific,1,90000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,F,4,0,M,0,0,Pacific,1,100000,,,,,,,,,,,,,,,
44,0-1 Miles,Graduate Degree,Management,F,38,1,M,1,4,Pacific,4,80000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Professional,F,20,1,M,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,M,3,1,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,F,38,1,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
48,10+ Miles,Bachelors,Professional,M,10,1,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
45,1-2 Miles,Graduate Degree,Management,M,3,1,S,1,0,Pacific,1,110000,,,,,,,,,,,,,,,
45,2-5 Miles,Graduate Degree,Management,M,6,1,S,1,0,Pacific,1,110000,,,,,,,,,,,,,,,
46,5-10 Miles,Graduate Degree,Management,F,7,1,M,1,0,Pacific,1,110000,,,,,,,,,,,,,,,
48,10+ Miles,Bachelors,Professional,F,25,1,M,4,5,Pacific,5,70000,,,,,,,,,,,,,,,
48,10+ Miles,Bachelors,Professional,M,13,1,M,4,5,Pacific,5,70000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Management,M,20,1,M,2,5,Pacific,5,80000,,,,,,,,,,,,,,,
47,0-1 Miles,Graduate Degree,Management,F,15,1,M,3,5,Pacific,5,80000,,,,,,,,,,,,,,,
47,0-1 Miles,Graduate Degree,Management,F,4,1,M,3,5,Pacific,5,80000,,,,,,,,,,,,,,,
49,0-1 Miles,Bachelors,Professional,F,15,1,M,4,5,Pacific,5,80000,,,,,,,,,,,,,,,
49,2-5 Miles,Bachelors,Professional,F,13,1,M,0,0,Pacific,0,90000,,,,,,,,,,,,,,,
49,2-5 Miles,Graduate Degree,Management,M,23,1,M,0,0,Pacific,0,100000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Professional,F,26,1,M,1,3,Pacific,3,60000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,F,39,1,S,1,3,Pacific,3,60000,,,,,,,,,,,,,,,
47,5-10 Miles,Bachelors,Professional,M,25,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Bachelors,Professional,F,13,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Bachelors,Professional,F,18,1,M,4,5,Pacific,5,80000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,F,12,1,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Professional,F,6,1,M,2,3,Pacific,3,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,31,1,M,2,3,Pacific,3,60000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Professional,M,37,1,M,2,4,Pacific,4,60000,,,,,,,,,,,,,,,
51,10+ Miles,Bachelors,Professional,F,2,1,M,3,4,Pacific,4,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,33,1,M,3,5,Pacific,5,60000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Professional,M,5,0,S,2,2,Pacific,3,60000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,F,3,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Professional,F,39,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
42,2-5 Miles,Partial College,Clerical,F,209,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
41,0-1 Miles,Partial College,Clerical,F,187,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
41,2-5 Miles,Partial College,Clerical,F,147,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
41,2-5 Miles,Partial College,Clerical,F,151,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
34,1-2 Miles,Partial High School,Manual,M,187,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
41,0-1 Miles,Bachelors,Skilled Manual,M,269,1,M,0,1,Europe,1,40000,,,,,,,,,,,,,,,
41,1-2 Miles,High School,Manual,M,155,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
43,0-1 Miles,Partial High School,Manual,M,244,0,M,2,0,Europe,0,10000,,,,,,,,,,,,,,,
43,1-2 Miles,Partial High School,Manual,M,204,1,S,2,0,Europe,0,10000,,,,,,,,,,,,,,,
42,0-1 Miles,Partial High School,Manual,F,147,0,M,2,0,Europe,0,10000,,,,,,,,,,,,,,,
43,1-2 Miles,Partial High School,Manual,F,154,0,S,2,0,Europe,0,10000,,,,,,,,,,,,,,,
43,0-1 Miles,Partial High School,Manual,F,130,0,M,2,0,Europe,0,10000,,,,,,,,,,,,,,,
41,1-2 Miles,Bachelors,Skilled Manual,M,153,1,M,0,1,Europe,1,40000,,,,,,,,,,,,,,,
42,0-1 Miles,Bachelors,Skilled Manual,M,160,1,M,1,1,Europe,1,40000,,,,,,,,,,,,,,,
42,1-2 Miles,Graduate Degree,Skilled Manual,M,248,1,S,0,0,Europe,0,50000,,,,,,,,,,,,,,,
43,0-1 Miles,Partial High School,Manual,M,209,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
42,0-1 Miles,Partial High School,Manual,F,120,0,M,2,0,Europe,0,20000,,,,,,,,,,,,,,,
43,1-2 Miles,High School,Manual,F,273,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
43,1-2 Miles,High School,Manual,M,275,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
42,1-2 Miles,High School,Manual,M,218,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
43,2-5 Miles,High School,Manual,M,151,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
42,2-5 Miles,High School,Manual,M,254,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
43,2-5 Miles,High School,Manual,M,178,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
42,1-2 Miles,Partial College,Clerical,M,141,1,M,1,1,Europe,1,40000,,,,,,,,,,,,,,,
43,0-1 Miles,Partial College,Clerical,M,159,1,S,0,2,Europe,2,40000,,,,,,,,,,,,,,,
43,1-2 Miles,Partial High School,Manual,F,267,0,S,2,0,Europe,0,10000,,,,,,,,,,,,,,,
44,1-2 Miles,Partial High School,Manual,F,222,0,S,2,0,Europe,0,10000,,,,,,,,,,,,,,,
44,1-2 Miles,Partial High School,Manual,F,162,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
44,0-1 Miles,Partial High School,Manual,F,213,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
44,2-5 Miles,High School,Manual,F,209,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
43,2-5 Miles,High School,Manual,F,264,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
45,0-1 Miles,Partial College,Clerical,F,126,0,M,0,2,Europe,2,40000,,,,,,,,,,,,,,,
45,0-1 Miles,Partial College,Clerical,F,238,0,M,0,2,Europe,2,40000,,,,,,,,,,,,,,,
44,0-1 Miles,Partial College,Clerical,M,172,1,S,1,2,Europe,2,40000,,,,,,,,,,,,,,,
43,1-2 Miles,Partial College,Clerical,M,178,1,S,1,2,Europe,2,40000,,,,,,,,,,,,,,,
44,0-1 Miles,Partial College,Clerical,F,237,0,M,2,2,Europe,2,40000,,,,,,,,,,,,,,,
41,1-2 Miles,Partial College,Clerical,F,49,1,S,2,3,North America,3,40000,,,,,,,,,,,,,,,
41,0-1 Miles,Partial College,Clerical,F,310,0,M,2,3,North America,3,40000,,,,,,,,,,,,,,,
41,1-2 Miles,Graduate Degree,Skilled Manual,F,611,1,S,0,0,North America,0,30000,,,,,,,,,,,,,,,
40,0-1 Miles,Partial College,Clerical,F,63,1,S,1,4,North America,4,40000,,,,,,,,,,,,,,,
49,1-2 Miles,Graduate Degree,Skilled Manual,F,515,1,S,0,0,North America,0,60000,,,,,,,,,,,,,,,
49,1-2 Miles,Graduate Degree,Skilled Manual,M,637,1,S,0,0,North America,0,60000,,,,,,,,,,,,,,,
49,0-1 Miles,Graduate Degree,Skilled Manual,F,298,1,S,0,0,North America,0,60000,,,,,,,,,,,,,,,
61,2-5 Miles,Bachelors,Skilled Manual,M,310,1,M,1,0,North America,1,30000,,,,,,,,,,,,,,,
62,2-5 Miles,Bachelors,Skilled Manual,F,612,1,M,1,0,North America,1,30000,,,,,,,,,,,,,,,
60,0-1 Miles,Partial High School,Manual,F,69,0,M,2,0,North America,3,20000,,,,,,,,,,,,,,,
70,1-2 Miles,Bachelors,Management,F,64,0,S,2,0,North America,4,70000,,,,,,,,,,,,,,,
70,10+ Miles,High School,Professional,F,633,1,S,2,0,North America,4,40000,,,,,,,,,,,,,,,
69,10+ Miles,High School,Professional,M,374,1,S,2,0,North America,4,40000,,,,,,,,,,,,,,,
70,10+ Miles,High School,Professional,F,312,1,S,2,0,North America,4,40000,,,,,,,,,,,,,,,
69,10+ Miles,Bachelors,Management,F,343,1,S,2,0,North America,4,70000,,,,,,,,,,,,,,,
70,2-5 Miles,Bachelors,Management,F,637,1,S,2,0,North America,4,70000,,,,,,,,,,,,,,,
69,10+ Miles,Bachelors,Management,F,642,1,S,2,0,North America,5,70000,,,,,,,,,,,,,,,
68,10+ Miles,Bachelors,Management,M,627,1,S,3,0,North America,5,70000,,,,,,,,,,,,,,,
68,2-5 Miles,Bachelors,Management,F,609,0,S,4,0,North America,5,70000,,,,,,,,,,,,,,,
68,10+ Miles,Bachelors,Management,M,553,1,S,4,0,North America,5,70000,,,,,,,,,,,,,,,
69,10+ Miles,Bachelors,Management,M,536,1,S,4,0,North America,5,70000,,,,,,,,,,,,,,,
68,10+ Miles,Bachelors,Management,M,618,1,S,2,0,North America,4,60000,,,,,,,,,,,,,,,
69,10+ Miles,Bachelors,Management,F,316,1,S,2,0,North America,4,60000,,,,,,,,,,,,,,,
68,2-5 Miles,Partial College,Professional,F,358,1,S,1,1,North America,2,70000,,,,,,,,,,,,,,,
68,10+ Miles,Partial College,Professional,M,634,1,M,1,1,North America,2,70000,,,,,,,,,,,,,,,
68,2-5 Miles,Partial College,Professional,F,548,1,S,1,1,North America,2,70000,,,,,,,,,,,,,,,
68,10+ Miles,Bachelors,Management,M,325,1,M,3,0,North America,5,60000,,,,,,,,,,,,,,,
67,10+ Miles,High School,Professional,M,59,1,M,2,1,North America,2,40000,,,,,,,,,,,,,,,
67,10+ Miles,Partial College,Professional,M,612,1,M,1,1,North America,2,60000,,,,,,,,,,,,,,,
67,10+ Miles,Partial College,Professional,F,311,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
67,10+ Miles,Bachelors,Management,M,325,1,S,0,1,North America,2,60000,,,,,,,,,,,,,,,
66,10+ Miles,High School,Professional,F,52,1,S,2,1,North America,2,40000,,,,,,,,,,,,,,,
66,10+ Miles,Partial High School,Skilled Manual,F,59,1,S,2,1,North America,2,40000,,,,,,,,,,,,,,,
66,2-5 Miles,Partial College,Professional,M,627,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
66,2-5 Miles,Partial College,Professional,M,545,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
66,10+ Miles,Partial College,Professional,F,633,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
65,10+ Miles,Partial College,Professional,M,553,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
66,2-5 Miles,Bachelors,Management,M,301,1,M,0,1,North America,2,60000,,,,,,,,,,,,,,,
66,2-5 Miles,Bachelors,Management,M,301,1,M,0,1,North America,2,60000,,,,,,,,,,,,,,,
66,10+ Miles,Partial College,Professional,M,316,1,M,0,1,North America,2,60000,,,,,,,,,,,,,,,
66,10+ Miles,Partial College,Professional,F,347,1,S,2,1,North America,4,70000,,,,,,,,,,,,,,,
65,10+ Miles,Partial College,Professional,M,385,1,M,2,1,North America,5,70000,,,,,,,,,,,,,,,
65,10+ Miles,Partial College,Professional,M,609,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
64,2-5 Miles,Partial College,Professional,F,609,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
65,10+ Miles,Partial College,Professional,M,611,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
64,10+ Miles,Partial College,Professional,F,623,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
65,10+ Miles,Partial College,Professional,F,545,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
65,2-5 Miles,Partial College,Professional,M,299,1,M,1,1,North America,2,60000,,,,,,,,,,,,,,,
65,2-5 Miles,Partial College,Professional,M,302,1,M,1,1,North America,2,60000,,,,,,,,,,,,,,,
65,10+ Miles,Partial College,Professional,M,334,1,S,1,2,North America,4,70000,,,,,,,,,,,,,,,
64,2-5 Miles,High School,Professional,M,536,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
64,2-5 Miles,High School,Professional,M,611,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
64,10+ Miles,High School,Professional,F,632,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
64,10+ Miles,Partial College,Professional,F,302,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
64,10+ Miles,Partial College,Professional,F,322,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
63,10+ Miles,Partial College,Professional,F,372,1,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
63,10+ Miles,Partial High School,Skilled Manual,M,335,1,M,2,1,North America,2,70000,,,,,,,,,,,,,,,
62,10+ Miles,Partial High School,Skilled Manual,M,299,1,S,2,1,North America,2,70000,,,,,,,,,,,,,,,
62,10+ Miles,Partial High School,Skilled Manual,F,312,1,S,2,1,North America,2,70000,,,,,,,,,,,,,,,
63,10+ Miles,Partial High School,Skilled Manual,F,66,1,S,3,1,North America,2,70000,,,,,,,,,,,,,,,
63,10+ Miles,Partial High School,Skilled Manual,M,312,1,S,3,1,North America,2,70000,,,,,,,,,,,,,,,
63,10+ Miles,High School,Professional,M,336,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
63,10+ Miles,High School,Professional,F,300,1,M,2,1,North America,2,60000,,,,,,,,,,,,,,,
63,10+ Miles,High School,Professional,M,316,1,S,2,1,North America,2,60000,,,,,,,,,,,,,,,
61,2-5 Miles,Partial College,Professional,M,618,1,M,1,3,North America,4,70000,,,,,,,,,,,,,,,
57,5-10 Miles,Bachelors,Management,F,177,0,M,4,3,Europe,2,130000,,,,,,,,,,,,,,,
57,0-1 Miles,Bachelors,Management,F,279,0,S,2,3,Europe,2,170000,,,,,,,,,,,,,,,
57,0-1 Miles,Partial College,Professional,M,129,1,M,2,4,Europe,2,130000,,,,,,,,,,,,,,,
58,0-1 Miles,Partial College,Professional,M,174,1,M,2,4,Europe,2,130000,,,,,,,,,,,,,,,
57,5-10 Miles,Partial College,Professional,F,279,0,M,3,3,Europe,4,170000,,,,,,,,,,,,,,,
59,5-10 Miles,High School,Professional,M,231,1,M,4,4,Europe,3,120000,,,,,,,,,,,,,,,
60,10+ Miles,High School,Professional,M,183,1,S,2,1,Europe,2,90000,,,,,,,,,,,,,,,
59,5-10 Miles,Partial College,Professional,F,209,1,M,4,4,Europe,3,110000,,,,,,,,,,,,,,,
59,10+ Miles,Partial College,Professional,M,126,1,M,4,4,Europe,3,110000,,,,,,,,,,,,,,,
59,10+ Miles,Partial High School,Professional,F,168,1,S,4,4,Europe,2,120000,,,,,,,,,,,,,,,
60,0-1 Miles,Partial College,Professional,M,134,0,S,3,4,Europe,3,130000,,,,,,,,,,,,,,,
